numb_description,job_description,state,report_year
1,"job description:  we are seeking a business analyst to join our team. working at nt concepts means that you are part of an innovative, agile company dedicated to solving the most critical challenges in national security. we re looking for the best and the brightest to join us in supporting this mission. if meaningful work, initiative, creativity, and continuous self-improvement are important to your career, join our growing team and discover what s next for you. mission focus: integrating data across multiple platforms and developing an enterprise solution incorporating multiple systems and workflows in support of industrial security and dcsa. clearance : active secret clearance. us citizenship is required. location flexibility: remote responsibilities: support the development efforts of integrated applications. elicit requirements and document user stories for development efforts. serve as a liaison between product owners, business users, stakeholders, and development team. provide regular updates to scrum master on project progress and outstanding issues. ability to gather, track and analyze requirements and communicate the information to technical and non-technical professionals. strive to obtain business stakeholder alignment with the proposed workflow screens within the application. manage and maintain the scope of the project requirements within agile development management tools such as jira, confluence. schedule and orchestrate agile ceremonies, stakeholder demonstrations, and other meetings as required for the project. assist development team to translate business requirements into effective user stories. required qualifications: ability to obtain and maintain a minimum of a secret clearance bachelor s degree and 3 years of experience subject matter expert with federal background investigation processes excellent verbal and written communication skills active secret clearance or higher ability to travel as needed preferred qualifications: working experience with jira and confluence experience working with and supporting process-based solutions or bpm (business process management) 1+ years of experience with agile (scrum) physical requirements: prolonged periods sitting at a desk and working on a computer must be able to lift up to 10-15 pounds at times about nt concepts founded in 1998 and headquartered in the washington dc metro area, nt concepts is a private, mid-tier company with clients spanning the intelligence and defense communities. we deliver end-to-end data and technology solutions that advance the modernization, transformation, and automation of the national security mission—solutions with real impact developed in a strong engineering culture that encourages technical growth, leadership, and creative ""big idea"" problem-solving. employees are the core of nt concepts. we understand that world-changing concepts happen in collaborative environments. we are a company where talented and diverse teams work together using innovation and expertise to solve our clients most critical challenges. here, you ll gain competitive benefits, opportunities to bolster your skills and develop new abilities, and a company culture dedicated to support and service. in addition to our benefits program, we encourage our employees to take part in #ntc_givesback, which paves the way for positive social change. if joining a stable company with strong professional growth opportunities resonates with you, and you seek vital, mission-driven projects (for some pretty cool clients) that use your specific talents, we d love to have you move forward with us. together is better we believe diversity and inclusion drive innovation, and that when we work together, we can accomplish anything. nt concepts is a people-first, equal opportunity affirmative action employer—regardless of a person s race, color, religion, sex, gender identity, sexual orientation, national origin, disability, veteran status, or any other protected class. if you have a disability and need accommodation, let us know. all resumes are held in confidence. nt concepts participates in e-verify. 

 ",dmv,2024
2," 

 job description:  an>&amp;nbsp;< span>< span>

 ",dmv,2024
3," 

 job description:  who we are : netcentrics proudly holds a distinguished position as a leader in cybersecurity, cloud, digital transformation, and mission support. with an esteemed clientele that includes the dod, dhs, federal civilian agencies, and the intelligence community, our impact on national security is undeniable. we are a diverse group of intellectually curious people, solving hard problems, and living by our core values while bonded by the shared vision to secure our nation - join us! you will serve as the senior level information assurance network system administrator subject matter expert (sme) for the netcentrics information technology (it) support efforts for the defense information systems agency (disa) joint service provider (jsp). you will provide sme support to a customer-focused organization that provides, manages, operates, and maintains it shared services for the pentagon and select agencies and organizations in the national capital region (ncr). the jsp performs a wide variety of enterprise support functions in order to meet service requirements. these functions may include server hosting, in which the hardware, software, infrastructure, and maintenance required to host the customer-managed applications are in a consolidated, virtualized environment where jsp manages the server environment up to the operating system and provides operational monitoring and facility support for the operations (ops) consolidated server rooms (csrs). the jsp also supports the disa organizational messaging service (oms) which enables organizations to exchange both classified and unclassified information with other organizations within the dod, other united states (us) government agencies, five eyes countries (us, canada, united kingdom, australia and new zealand), the 28 north atlantic treaty organization countries, and all countries with us military bases or embassies worldwide. the ia data analyst sme shall serve as the knowledge expert of all security related aspects of the jsp computing environment. you should have proven experience implementing and maintaining security postures within complex network architectures. this sme must have knowledge and experience with mongo db or cassandra and have expertise leveraging r, python, and sql to generate and deploy modeling solutions. you must be able to perform duties associated with mitigation and assessment support, systems windows updates, computer security response support, compliance support, compliance with ia hardware software procedural physical personnel security inspections support, risk management framework (rmf) support, and connection approval program (cap) tenant security plan (tsp). specialized knowledge &amp; skills demonstrated ability for oral and written communication with the highest levels of management. knowledge with automation scripting for vulnerability mitigation and repeatable processes. knowledge of cyber detections tools, ie., hbss and acas experience knowledge of splunk, elastic search, spark, hadoop and kafka. experience with monitoring, collecting server logs, firewall logs, intrusion detection logs, and network traffic utilizing splunk, arcsight, or elastic search. knowledge of the dod vulnerability scanning requirements utilizing dod drsi standards and tools. strong understanding of data warehouse concepts knowledge of dashboards utilized for delivering technical reports and formal papers on test findings must have experience in linux, windows environment on server 2008 and higher, vmware, citrix, and any other cloud services platform such as microsoft azure, amazon cloud services. knowledge of and comprehension on how to implement 8570.01-m. dod 8140. demonstrated ability for oral and written communication with the highest levels of management. experience working with large structured, semi-structured or unstructured datasets and transforming and combining those data sets for exploration and modeling. experience implementing and utilizing predictive analysis and histogram trending in a production setting. experience with deploying patch and hot-fixed mitigation implementations with deadlines for various operating system platforms utilizing tools such as red hat satellite server, yum server, microsoft sms, group policy, powershell scripting, tanium or puppet. a place where you belong : at the heart of our organization lies a set of five core values that guide every facet of our work. ""mission first"" epitomizes our unwavering commitment to our goals. ""people always"" underscores the significance we place on our team s well-being and development. we continually strive to ""be eminent"" by consistently pushing the boundaries of excellence. ""embrace the team"" reflects our unwavering belief in the power of collaboration, recognizing that together, we attain greatness. with every action, we ""act with a purpose,"" ensuring that our efforts contribute meaningfully to a larger mission. these values serve as the bedrock of our company culture, propelling us forward as a united and purpose-driven team. why join us : join us not just to be a part of safeguarding our nation, but to be at the forefront of innovation, where your ideas and expertise play a pivotal role in shaping the future of cybersecurity and it. together, we re not just protecting systems; we re pioneering them. come be a part of our team and redefine the possibilities in our industry! eeo commitment : this employer participates in e-verify and will provide the federal government with your form i-9 information to confirm that you are authorized to work in the u.s. all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran status or on the basis of disability. equal opportunity employer veterans disabled 

 ",dmv,2024
4," 

 job description:  idea entity, a microsoft gold partner, is a global change management consulting firm committed to delivering customer outcomes that change the way business is done. we are looking for an experienced and versatile technical business analyst to join our team. this role s main objective is to support the project lifecycle of analytics, development, testing and deployment tasks of our software products. the ideal candidate has a strong customer centric approach, as this role works closely with our internal and external customers to understand business strategy and objectives, gathers information, and ensures business requirements are being fulfilled throughout the entire project lifecycle. this role is a full-time role, operating on a hybrid schedule out of our herndon, va office with two (2) telework days a week. requirements prior dod (department of defense) experience or experience with government clients. bachelor s degree in information technology, computer science or business-related field. three plus (3+) years of experience working in information technology business administrative roles. strong organizational skills with ability to multitask under tight deadlines. strong technical and analytical capabilities with consultancy approach. prior experience solving challenging technical business problems with a solution focused approach. excellent written and verbal communication skills. ability to interface with external and internal customers alike, with a collaborative approach. keen sense of ownership of assigned tasks and projects. responsibilities: survey existing technology infrastructure and systems to form a high-level view of present capabilities and future opportunities for improvement. present detailed reports to leadership and stakeholders, including recommendations to seize opportunities for technological improvement. ensure that it systems and processes are arranged best to support overall organizational objectives. lead implementation teams during upgrade and technology migration projects, liaising with affected departments to ensure usability and functionality. review, analyze and evaluate business systems and user needs. document requirements, define scope and objectives and formulate systems to parallel overall business strategies. collaborates with development teams to design solutions that meet business requirements and ensure customer success. determine operational objectives by studying business functions, gathering information, evaluating output requirements and formats. monitor project progress by tracking activity; resolving problems; publishing progress reports; recommending actions. coordinate with customers external teams and ensure that all issues and action items are managed to closure. maintain user confidence and protect customer information. perform daily, weekly, and monthly reviews and analyses of current processes using operational metrics and reports. nice to have: prior work experience with process improvements, project planning and management. experience with mockup ui (user interface) designs, report designs and or other reporting tools. knowledge of iterative software development methodologies such as microsoft solutions framework. certified scrum master certified business analysis professional (cbap) benefits competitive health care plan (medical, dental &amp; vision) health savings account (hsa) flexible spending account (fsa) retirement plan (401k, ira) with employer match paid time off (vacation, sick and federal holidays) paid training &amp; development opportunities hybrid work environment the target pay range for this role is $75,000 to $95,000; based on experience. at idea entity, our culture is centered around diversity and inclusion where our employees are valued and empowered. we are an equal opportunity employer and employment decisions are made without regard to race, color, religion, national origin, gender, sexual orientation, gender identity, age, physical or mental disability, genetic factors, military veteran status or other characteristics protected by law. 

 ",dmv,2024
5," 

 job description:  cloud cost business analyst the opportunity: do you want to use your cloud knowledge to help the client get the most out of its funding? when it comes to considering the costs of building and maintaining systems, you know there is more to it than parts and labor. that s why we need you, a cost analyst who can turn requirements into a complete financial understanding for the client. as a cost analyst on our team, you ll translate requirements into cost through data collection, model building, and cost and risk analyses. by developing total ownership cost estimates, you ll help program managers, senior leadership, and your client to plan effectively. join us. the world can t wait. you have: 2+ years of experience with cloud concepts experience creating, maintaining and updating financial deliverables via jira, confluence or excel experience with aws cloud or microsoft azure experience researching, evaluating and deploying cloud computing optimization techniques experience managing it budgets knowledge of analytics and queries for cloud billing secret clearance bachelor s degree nice if you have: experience with cloud cost optimization experience with software testing and test automation tools experience with contract management and federal procurement processes experience with devops methodologies experience analyzing cloud requirements and providing technical knowledge on cloud computing techniques knowledge of it security processes clearance: applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information; secret clearance is required. create your career: grow with us your growth matters to us—that s why we offer a variety of ways for you to develop your career. with professional and leadership development opportunities like upskilling programs, tuition reimbursement, mentoring, and firm-sponsored networking, you can chart a unique and fulfilling career path on your own terms. a place where you belong diverse perspectives cultivate collective ingenuity. booz allen s culture of respect, equity, and opportunity means that, here, you are free to bring your whole self to work. with an array of business resource groups and other opportunities for connection, you ll build your community in no time. support your well-being our comprehensive benefits package includes wellness programs with hsa contributions, paid holidays, paid parental leave, a generous 401(k) match, and more. with these benefits, plus the option for flexible schedules and remote and hybrid locations, we ll support you as you pursue a balanced, fulfilling life—at work and at home. your candidate journey at booz allen, we know our people are what propel us forward, and we value relationships most of all. here, we ve compiled a list of resources so you ll know what to expect as we forge a connection with you during your journey as a candidate with us. compensation at booz allen, we celebrate your contributions, provide you with opportunities and choices, and support your total well-being. our offerings include health, life, disability, financial, and retirement benefits, as well as paid leave, professional development, tuition assistance, work-life programs, and dependent care. our recognition awards program acknowledges employees for exceptional performance and superior demonstration of our values. full-time and part-time employees working at least 20 hours a week on a regular basis are eligible to participate in booz allen s benefit programs. individuals that do not meet the threshold are only eligible for select offerings, not inclusive of health benefits. we encourage you to learn more about our total benefits by visiting the resource page on our careers site and reviewing our employee benefits page. salary at booz allen is determined by various factors, including but not limited to location, the individual s particular combination of education, knowledge, skills, competencies, and experience, as well as contract-specific affordability and organizational requirements. the projected compensation range for this position is $65,300 to $149,000 (annualized usd). the estimate displayed represents the typical salary range for this position and is just one component of booz allen s total compensation package for employees. this posting will close within 90 days from the posting date. work model our people-first culture prioritizes the benefits of flexibility and collaboration, whether that happens in person or remotely. if this position is listed as remote or hybrid, you ll periodically work from a booz allen or client site facility. if this position is listed as onsite, you ll work with colleagues and clients in person, as needed for the specific role. eeo commitment we re an equal employment opportunity affirmative action employer that empowers our people to fearlessly drive change – no matter their race, color, ethnicity, religion, sex (including pregnancy, childbirth, lactation, or related medical conditions), national origin, ancestry, age, marital status, sexual orientation, gender identity and expression, disability, veteran status, military or uniformed service member status, genetic information, or any other status protected by applicable federal, state, local, or international law. id13-n 

 ",dmv,2024
6," 

 job description:  an>&amp;nbsp;< span>< span>

 ",dmv,2024
7," 

 job description:  overview: join the hjf team! the henry m. jackson foundation for the advancement of military medicine (hjf) is a nonprofit organization dedicated to advancing military medicine. we serve military, medical, academic and government clients by administering, managing and supporting preeminent scientific programs that benefit members of the armed forces and civilians alike. since its founding in 1983, hjf has served as a vital link between the military medical community and its federal and private partners. hjf s support and administrative capabilities allow military medical researchers and clinicians to maintain their scientific focus and accomplish their research goals. hjf is seeking a sas programmer analyst ii to be responsible for design, implementation, evaluation, validation, and user assistance of sas programming that support data processing, validation, cleaning, and analysis, of moderate scope and or medium to high complexity, for the infectious disease clinical research program (idcrp). this is to include database and statistical programming, programming for standard report generation, ad-hoc queries, analyses, data manipulation, extraction, and export. the sas programmer analyst ii is also expected to support the creation of case report forms (crfs) within redcap, the clinical electronic data capture (edc) system. the incumbent should be familiar with commonly used concepts, practices, and procedures within the clinical data management analysis field. the incumbent will rely on limited experience and judgment to plan and accomplish goals with a certain degree of creativity and latitude. the incumbent will be a member of the data coordination center (dcc) which is responsible for providing data management, processing, and analytical support to the idcrp. the idcrp was founded in 2005 under an interagency agreement between the uniformed services university of the health sciences (usuhs) and the national institute of allergy and infectious diseases (niaid) and through a cooperative agreement with hjf. idcrp s work is executed through a unique, adaptive, and collaborative international clinical research network. this network directly affects force readiness by advancing clinical practice and informing health policy for military personnel. note: this position requires incumbents to be u.s. citizens. responsibilities: modify existing or create new sas programs according to requirements documents (e.g. a statistical analysis plan) and functional specifications, with assistance if needed. design and develop programs of medium to high complexity. recognize where requirments documents may have gaps or ambiguities and follow up with users to clarify. communicate with principal investigators, project coordinators, and other protocol team members to clarify requirements, provide status updates, and notify users when deliverables are ready. understand and master data and business rules pertaining to assigned protocols by reviewing the protocol, data management plan, and other protocol-related documents, with assistance if needed. test sas programs by creating and documenting tests cases, either independently or with assistance for highly complex programming, and work with other study staff to execute and complete testing. participate in structured program walkthroughs to ensure dcc standards and procedures for program code development and unit testing are followed. submit and implement process improvement concepts to support the dcc. development and maintain sas programming documentation, e.g. functional specifications and with-in program annotations. run and submit outputs from regularly scheduled periodic programs in a timely and consistent manner, with assistance if needed; notify users when deliverables are ready. verify that executed programs in production run without errors or warnings, investigating errors and warnings to determine their source and ameliorating the problem. perform “common sense” validation of output data to ensure consistency with expectation. assist and mentor junior colleagues in the performance of their duties. gain and utilize an understanding of the scientific basis of the data collected for individual studies, to recognize and resolve issues pertaining to the data. adhere to applicable dcc and idcrp standard operating procedures (sops) for all sas programming responsibilities. suggest modifications to existing sops or concepts for new sops. adhere to legal, professional, and ethical codes with respect to confidentiality and privacy. create and test crfs within redcap, the edc system. this includes programming data quality checks, creating forms, and programming skip patterns. performs other duties as required. qualifications: education and experience bachelor s degree required with a concentration in statistics, computer science, or related research field. minimum of 3-5 years of sas programming experience in a research environment required. required knowledge, skills, and abilities knowledge of the sas programming language, especially basic sas macro and sas procedures (e.g. cimport, compare, contents, cport, export, format, freq, import, means or univariate, print, report, sort, sql) and the data step and the ability to perform programming tasks in a sas oracle environment. experience in handling large data sets, awareness of data quality maintenance process, and familiarity with programming in a research environment. familiarity with personal computers and the ability to learn systems necessary for job completion. knowledge of word processing and spreadsheets on personal computer systems. ability to work independently, as part of a team setting, and meet deadlines. must have excellent oral and written communication skills. must be detail oriented; possess problem-solving skills and the ability to handle multiple tasks. ability to learn how to create forms within the redcap edc system with proper training. knowledge of medical and or laboratory terminology preferred. experience working in a civilian and or military medical treatment facility preferred. knowledge in statistics, clinical studies, and medical informatics preferred. base or advanced sas certification preferred. experience with pulling data for electronic medical records (emr) or the mdr (military health system data repository) preferred. experience working in healthcare preferred. us citizenship and the ability to obtain and maintain a t3 secret clearance. supervisory responsibilities the incumbent will be under the supervision of the sas programming team lead. physical capabilities job performance requires long periods of sitting at a computer. must possess adequate vision and manual dexterity for computer work. must have the ability to communicate verbally and move within the program s research sites. work environment this position will take place primarily in a telework setting. certifications base or advanced sas certification preferred. compensation the likely salary range for this position is $64,200-$95,000 annually based on a 40-hour work week. this is not, however, a guarantee of compensation or salary. final salary will be determined based on market analysis, experience, and education. some positions or sites may require that the incumbent be fully vaccinated against covid-19. proof of vaccination may be required. employment with hjf is contingent upon successful completion of a background check, which may include, but is not limited to, contacting your professional references, verification of previous employment, education and credentials, a criminal background check, and a department of motor vehicle (dmv) check if applicable. any qualifications to be considered as equivalents, in lieu of stated minimums, require the prior approval of the chief human resources officer. equal opportunity employer protected veterans individuals with disabilities the contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. however, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor s legal duty to furnish information. 41 cfr 60-1.35(c) any qualifications to be considered as equivalents, in lieu of stated minimums, require the prior approval of the chief human resources officer. 

 ",dmv,2024
8," 

 job description:  overview: amyx is seeking to hire a business analyst to support the defense health agency (dha) team in falls church, va. this individual will: provide innovative acquisition, contracting administrative support and business solutions to positively influence the quadruple aim: increased readiness, better health, better care, and lower costs. provide or coordinate support for areas such as administrative support, operational planning, grant and cooperative agreements support, pricing analysis, business process management, business operations, policy coordination, interpretation and dissemination, and contract administration management support. assist with organizational communication through various vehicles to internal and external stakeholders. assist with developing and implementing methods to monitor, evaluate, forecast, and report progress toward achieving organizational goals and objectives and to inform team and division decisions. produce, maintain, and publish a variety of routine reports and publications for use within the ncr-cd. responsibilities: responsibilities and daily tasks provide technical and subject matter support for the purpose of preparing special reports, studies, analyses, and briefing papers on various acquisition, technical, financial, and business matters related to overall activities and process management in support of the ncr-cd mission. this may include but is not limited to conducting information searches, financial and technical writing, and editing. explain methodologies employed, discuss findings, list alternatives to consideration and rank proposed policy or action alternatives with explanations as to the advantages and disadvantages of each. translate ncr-cd s intent objectives into actionable initiatives. produce communication products and documents for briefings, talking points, scripts, notes, etc. use quantitative and qualitative methods to collect, validate, analyze, and display data to aid in decision-making across organizational levels. this includes assisting and developing in grant and cooperative agreement development, utilization and publishing of cost and price analysis reports, analyze data and communicate findings through assigned team and division working groups. conduct targeted research to answer questions of immediate &amp; longer-term relevance to the ncr-cd. coordinate, as needed, with the division and dha pocs to answer questions and or to develop initiatives. serve as an action officer for incoming and outgoing actions taskers. is responsible for the oversight of a variety of actions which are characterized by unique requirements while monitoring priority of actions based on the sensitivity of the subject matter, suspense dates and other pertinent data while advising division staff of all sensitive issues raised in incoming actions. qualifications: qualifications: a four-year course of study leading to a bachelor s degree knowledge, experience, or educational background in: operational planning, business process management, business operations policy coordination, interpretation and dissemination task management, information management financial auditing procedures, pricing consideration, market evaluation, and related activities ability to develop organizational communication through various vehicles to internal and external stakeholders ability to develop, implement, monitor, evaluate, forecast, and report progress toward achieving organizational goals and objectives ability to produce, maintain, and publish a variety of routine reports and publications at the division level benefits include: medical, dental, and vision plans (ppo &amp; hsa options available) flexible spending accounts (health care &amp; dependent care fsa) health savings account (hsa) 401(k) with matching contributions roth qualified transportation expense with matching contributions short term disability long term disability life and accidental death &amp; dismemberment basic &amp; voluntary life insurance wellness program pto 11 holidays professional development reimbursement please contact talent@amyx.com with any questions! amyx is an equal opportunity employer. amyx is committed to providing equal employment opportunity to all job seekers. every qualified applicant receives focused consideration for employment and no one is discriminated against on the basis of race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability or protected veteran status. in addition to federal law requirements, amyx complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. this applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training. equal opportunity employer- minorities females veterans individuals with disabilities sexual orientation gender identity. amyx is an e-verify employer. amyx proudly and proactively takes affirmative action to advance employment of individuals who are minorities, women, protected veterans and individuals with disabilities. physical demands employee needs to be able to sit at a workstation for extended periods; use hand(s) to handle or feel objects, tools, or controls; reach with hands and arms; talk and hear. most positions require ability to work on desktop or laptop computer for extended periods of time reading, reviewing analyzing information, and providing recommendations, summaries and or reports in written format. must be able to effectively communicate with others verbally and in writing. employee may be required to occasionally lift and or move moderate amounts of weight, typically less than 20 pounds. regular and predictable attendance is essential. 

 ",dmv,2024
9," 

 job description:  overview: join the hjf team! hjf is seeking a a data analyst i to provide analytic support to a team of clinicians, epidemiologists, biostatisticians and research studies. the data analyst i will be responsible for data extraction, management, cleaning and analysis associated with research projects drawing upon military healthcare data, and will support other projects within the department of gynecologic surgery &amp; obstetrics as needed. the successful candidate will collaborate with principal investigators, epidemiologists, and other data analysts and managers to establish data requirements. they will structure, manipulate and clean and analyze data to meet research needs in sas. data quality control, data updates and merges, statistics, data queries, streamlining developing efficiencies for data processes, regulatory oversight, and scientific graphics are all key tasks. this position reports to principal investigators and receives daily supervision from team epidemiologists. this is the first of three levels in the data analyst hierarchy. this position will be in support of the gynecologic surgery &amp; obstetrics department at the uniformed servicesuniversityofhealthsciences. this position supports the work of the department of gynecologic surgery and obstetrics at the uniformed services university of the health sciences (usuhs) in bethesda, maryland. note: this work site requires that non-us citizen incumbents have lived in the us three out of the past five years. this position requires u.s. citizenship. the henry m. jackson foundation for the advancement of military medicine (hjf) is a nonprofit organization dedicated to advancing military medicine. we serve military, medical, academic and government clients by administering, managing and supporting preeminent scientific programs that benefit members of the armed forces and civilians alike. since its founding in 1983, hjf has served as a vital link between the military medical community and its federal and private partners. hjf s support and administrative capabilities allow military medical researchers and clinicians to maintain their scientific focus and accomplish their research goals. responsibilities: writes sas programs for data extraction, cleaning, structuring, validation, and analysis, as well as preparing data for presentation and publication to support the work of principal investigators. recommends operating methods to improve processing, distribution, data flow, collection and database editing procedures. ensures data quality through: making recommendations concerning the outline of data requirements and data structuring based on research goals in consultation with project leaders and end users. testing data to identify integrity, validity and quality issues. troubleshooting problems concerning database records. communicating and discussing solutions-oriented recommendations to co-workers and end users. provides knowledge management through: assisting investigators in preparation of results for presentation. documenting methods and outcomes for use by the research team. contributing to writing of research reports and scientific publications as requested, with particular focus on methods and results. supporting drafting of elements of research grants, protocols, and data sharing agreement documentation. maintains subject matter expertise through a current working knowledge of all military health system data systems and resources to advise investigators on appropriate data for their research goals. develops knowledge and skills in research design and data analysis to best answer questions of interest that advance the work of the group. assists in making data from mhs databases and other data sources accessible to researchers and other users to answer research questions of importance. ensures compliance with regulatory and ethical requirements for data security during human subjects data acquisition, transfer, storage, analysis and archiving. provides assistance and training to new research team employees or research personnel when new protocols begin or as new data extraction or analysis work is needed. may perform other duties and responsibilities as assigned or directed by the supervisor. this may include attendance of and participation in required training for the role. qualifications: work environment set in an office or clinic environment education and experience bachelor s degree minimum of 0-2 years experience required required knowledge, skills and abilities must have strong sas skills. demonstrated statistical and analytical experience, skills and passion for analyzing data including logistic, linear, and poisson regression modeling. other modeling experience such as hazards regression, gee, etc would be a plus. experience with data modelling. must have strong excel and ms sql skills. knowledge of sas programming required. ability to investigate data issues and participate in remediation activities. ability to review detailed documents to validate data in operating systems. experience and willingness to write up methods and results, and perform data visualization. the following are not required but are highly valued: knowledge of r, python and or arcgis software. familiarity with icd-9 and icd-10 coding. familiarity with or some experience with qualitative analysis methods. statistical and data analysis skills are a must to assist gathering and solving data quality issues. ability to review detailed documents to validate data in operating systems. experience in writing requirements. excel macros experience is a plus. familiarity with idc9 and idc10 coding. physical capabilities ability to stand or sit at a computer for prolonged periods qualifications work environment this position will take place primarily in anoffice setting. education and experience bachelor s degree in biostatistics, epidemiology or related field required; master s degree in biostatistics, epidemiology or related field preferred. minimum of 0-2 years experience some positions or sites may require that the incumbent be fully vaccinated against covid-19. proof of vaccination may be required. employment with hjf is contingent upon successful completion of a background check, which may include, but is not limited to, contacting your professional references, verification of previous employment, education and credentials, a criminal background check, and a department of motor vehicle (dmv) check if applicable. any qualifications to be considered as equivalents, in lieu of stated minimums, require the prior approval of the chief human resources officer. equal opportunity employer protected veterans individuals with disabilities the contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. however, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor s legal duty to furnish information. 41 cfr 60-1.35(c) 

 ",dmv,2024
10," 

 job description:  economic trade data analyst - doc bis (hybrid - ts sci required) location: washington, d.c. bluepath labs is a fast-growing research and consulting company committed to solving complex problems for federal, state, and local government clients. we offer a range of professional, scientific, and technology services. our specific areas of expertise include business consulting, research and data science, and technology integration. we are actively seeking an experienced economic trade data analyst to support the u.s. department of commerce s (doc s) bureau of industry and security (bis) in efforts to advance national security, foreign policy, and economic interests. this role will report in person to the department of commerce, herbert c. hoover building (hchb), washington, dc 20230 two to three days per week. work description: the bureau of industry and security (bis) develops export control policies, issues export licenses, and prosecutes violators to heighten the nation s economic prosperity. additionally, bis develops and implements policies and programs that ensure a strong, technologically superior defense industrial base. the objective of this project is to enhance the office of technology evaluation s ability to conduct technical analysis, research, data analytics, data visualization, and technical support for the bis export administration (ea). in support of this program, the economic trade data analyst will provide project management, task management, quality management, planning, and advanced data analysis and integration support for the bis export administration. responsibilities: the economic trade data analyst will work on a project delivery team, including all task activities and project deliverables, supporting tasks such as: conduct qualitative and quantitative analyses of export policies and national security controls, u.s. industry s economic regulatory concerns, and any impact to the export control reform act. develop and apply operations research statistical mathematical artificial intelligence machine learning methodologies and techniques to analyze the effects of export controls review export and reexport transactions to identify noncompliance from foreign intermediaries and end users through a variety of data sources. support consultation with allies partner countries and outreach to industry. gather and analyze data to assess effectiveness of licensing system and multilateral partnerships. analyze and assist the evaluation of the capabilities, effectiveness, feasibility, and costs of proposed alternative export policies. perform advanced supply chain analysis on domestic and international supply chains on a variety of industries, technologies, and product categories. provide technical assistance regarding parametric and analytical supply chain analysis related to commodities and technologies of concern to the department of commerce. apply advanced statistical and quantitative evaluation methods to develop and or recommend courses of action, management methodologies, and action implementation plans in directed recurring studies. support and advise on implementation of collaborative knowledge management systems, (i.e., sharepoint, sql, data management) minimum requirements: u.s. citizenship bachelor s degree in economics, statistics, mathematics, international relations, public policy, social sciences, or other relevant field 6+ years of relevant trade data analysis and project management experience ability to write sql queries and analyze present results proficient with data preparation and visualization tools such as powerbi, alteryx, snowflake ts sci clearance preferred qualifications: working knowledge of data science programming in python understanding of common data science toolkits independent problem-solving strong writing and editing skills willingness to learn ability to collaborate and work effectively remotely and in-person benefits: bluepath labs offers a comprehensive benefits package. benefits include, but are not limited to: healthcare reimbursement, lifestyle &amp; wellness reimbursement, flexible spending account (fsa), tuition assistance, 401(k) with company match, and paid time off for vacation sick leave, in addition to 12 holidays per calendar year. about bluepath bluepath labs combines mission and business insights with advanced technologies to deliver measurable performance improvements for our clients. bluepath is dedicated to surpassing client expectations by always living by our core values of integrity, professionalism, and resilience. bluepath s extensive experience in government, military, commercial, and academic environments is unique among small businesses and a core differentiator of our solutions. our multidisciplinary background allows us to solve diverse and complex problems. most importantly, we work closely with our clients to frame problems correctly, optimize processes, leverage technologies, and implement enduring solutions. labs are where ideas are born, experiments occur, and breakthroughs happen. it is the hallmark of bluepath s culture. https: www.bluepathlabs.com bluepath labs is an equal opportunity employer. 

 ",dmv,2024
